Building ,Meter Type,Meter Number,Start Date,End Date,Year ,Usage,Units,Demand,Cost
5TS,Water (Basic Water & Sewer),E09031626,4/14/2020,5/13/2020,2020,205,HCF,N/A,"$2,118.49 "
5TS,Water (Basic Water & Sewer),E09031626,3/15/2020,4/14/2020,2020,258,HCF,N/A,"$2,666.20 "
5TS,Water (Basic Water & Sewer),E09031626,2/13/2020,3/15/2020,2020,951,HCF,N/A,"$9,827.73 "
5TS,Water (Basic Water & Sewer),E09031626,1/14/2020,2/13/2020,2020,949,HCF,N/A,"$9,807.06 "
5TS,Water (Basic Water & Sewer),E09031626,12/15/2019,1/14/2020,2020,751,HCF,N/A,"$7,760.91 "
5TS,Water (Basic Water & Sewer),E09031626,11/17/2019,12/15/2019,2019,743,HCF,N/A,"$7,678.24 "
5TS,Water (Basic Water & Sewer),E09031626,10/15/2019,11/17/2019,2019,1086,HCF,N/A,"$11,222.83 "
5TS,Water (Basic Water & Sewer),E09031626,9/15/2019,10/15/2019,2019,1131,HCF,N/A,"$11,687.87 "
5TS,Water (Basic Water & Sewer),E09031626,8/13/2019,9/15/2019,2019,1293,HCF,N/A,"$13,361.99 "
5TS,Water (Basic Water & Sewer),E09031626,7/14/2019,8/13/2019,2019,1373,HCF,N/A,"$14,188.72 "
5TS,Water (Basic Water & Sewer),E09031626,6/13/2019,7/14/2019,2019,496,HCF,N/A,"$5,125.71 "
5TS,Water (Basic Water & Sewer),E09031626,6/30/2019,6/13/2019,2019,1065,HCF,N/A,"$10,757.57 "
5TS,Water (Basic Water & Sewer),E09031626,5/13/2019,6/30/2019,2019,660,HCF,N/A,"$6,666.66 "
5TS,Water (Basic Water & Sewer),E09031626,4/14/2019,5/13/2019,2019,908,HCF,N/A,"$9,171.71 "
5TS,Water (Basic Water & Sewer),E09031626,3/14/2019,4/14/2019,2019,1012,HCF,N/A,"$10,222.21 "
5TS,Water (Basic Water & Sewer),E09031626,2/13/2019,3/14/2019,2019,872,HCF,N/A,"$8,808.07 "
5TS,Water (Basic Water & Sewer),E09031626,1/14/2019,2/13/2019,2019,843,HCF,N/A,"$8,515.14 "
5TS,Water (Basic Water & Sewer),E09031626,12/21/2018,1/14/2019,2019,472,HCF,N/A,"$4,767.67 "
5TS,Water (Basic Water & Sewer),E09031626,10/15/2018,12/21/2018,2018,915,HCF,N/A,"$9,242.42 "
5TS,Water (Basic Water & Sewer),E09031626,9/16/2018,10/15/2018,2018,1049,HCF,N/A,"$10,595.95 "
5TS,Water (Basic Water & Sewer),E09031626,8/14/2018,9/16/2018,2018,1505,HCF,N/A,"$15,202.01 "
5TS,Water (Basic Water & Sewer),E09031626,7/13/2018,8/14/2018,2018,1384,HCF,N/A,"$13,979.78 "
5TS,Water (Basic Water & Sewer),E09031626,6/30/2018,7/13/2018,2018,523,HCF,N/A,"$5,282.82 "
5TS,Water (Basic Water & Sewer),E09031626,6/13/2018,6/30/2018,2018,708,HCF,N/A,"$6,986.47 "
5TS,Water (Basic Water & Sewer),E09031626,5/14/2018,6/13/2018,2018,1167,HCF,N/A,"$11,515.84 "
5TS,Water (Basic Water & Sewer),E09031626,4/15/2018,5/14/2018,2018,1044,HCF,N/A,"$10,302.09 "
5TS,Water (Basic Water & Sewer),E09031626,3/15/2018,4/15/2018,2018,1082,HCF,N/A,"$10,677.07 "
5TS,Water (Basic Water & Sewer),E09031626,2/13/2018,3/15/2018,2018,1051,HCF,N/A,"$10,371.16 "
5TS,Water (Basic Water & Sewer),E09031626,1/15/2018,2/13/2018,2018,1009,HCF,N/A,"$9,956.71 "
5TS,Water (Basic Water & Sewer),E09031626,12/13/2017,1/15/2018,2018,843,HCF,N/A,"$8,318.64 "
5TS,Water (Basic Water & Sewer),E09031626,11/15/2017,12/13/2017,2017,821,HCF,N/A,"$8,101.55 "
5TS,Water (Basic Water & Sewer),E09031626,10/14/2017,11/15/2017,2017,1069,HCF,N/A,"$10,548.79 "
5TS,Water (Basic Water & Sewer),E09031626,9/14/2017,10/14/2017,2017,1030,HCF,N/A,"$10,163.94 "
5TS,Water (Basic Water & Sewer),E09031626,9/21/2017,9/14/2017,2017,1382,HCF,N/A,"$13,637.44 "
5TS,Water (Basic Water & Sewer),E09031626,8/13/2017,9/21/2017,2017,340,HCF,N/A,"$3,355.09 "
5TS,Water (Basic Water & Sewer),E09031626,6/30/2017,8/13/2017,2017,1317,HCF,N/A,"$12,996.02 "
5TS,Water (Basic Water & Sewer),E09031626,7/16/2017,6/30/2017,2017,806,HCF,N/A,"$7,953.53 "
5TS,Water (Basic Water & Sewer),E09031626,6/13/2017,7/16/2017,2017,644,HCF,N/A,"$6,354.93 "
5TS,Water (Basic Water & Sewer),E09031626,5/11/2017,6/13/2017,2017,1280,HCF,N/A,"$12,630.91 "
5TS,Water (Basic Water & Sewer),E09031626,4/13/2017,5/11/2017,2017,1069,HCF,N/A,"$10,548.79 "
5TS,Water (Basic Water & Sewer),E09031626,3/14/2017,4/13/2017,2017,1144,HCF,N/A,"$11,288.88 "
5TS,Water (Basic Water & Sewer),E09031626,2/12/2017,3/14/2017,2017,1125,HCF,N/A,"$11,101.39 "
5TS,Water (Basic Water & Sewer),E09031626,1/16/2017,2/12/2017,2017,930,HCF,N/A,"$9,177.15 "
5TS,Water (Basic Water & Sewer),E09031626,7/14/2020,1/16/2017,2017,1081,HCF,N/A,"$10,667.20 "
5TS,Water (Basic Water & Sewer),E09041852,6/30/2020,7/14/2020,2020,424,HCF,N/A,"$4,381.66 "
5TS,Water (Basic Water & Sewer),E09041852,6/14/2020,6/30/2020,2020,412,HCF,N/A,"$4,257.65 "
5TS,Water (Basic Water & Sewer),E09041852,5/13/2020,6/14/2020,2020,699,HCF,N/A,"$7,223.54 "
5TS,Water (Basic Water & Sewer),E09041852,4/14/2020,5/13/2020,2020,457,HCF,N/A,"$4,722.68 "
5TS,Water (Basic Water & Sewer),E09041852,3/15/2020,4/14/2020,2020,563,HCF,N/A,"$5,818.10 "
5TS,Water (Basic Water & Sewer),E09041852,2/13/2020,3/15/2020,2020,1708,HCF,N/A,"$17,650.64 "
5TS,Water (Basic Water & Sewer),E09041852,1/14/2020,2/13/2020,2020,1691,HCF,N/A,"$17,474.96 "
5TS,Water (Basic Water & Sewer),E09041852,12/15/2019,1/14/2020,2020,1466,HCF,N/A,"$15,149.79 "
5TS,Water (Basic Water & Sewer),E09041852,11/17/2019,12/15/2019,2019,1401,HCF,N/A,"$14,478.07 "
5TS,Water (Basic Water & Sewer),E09041852,10/15/2019,11/17/2019,2019,2107,HCF,N/A,"$21,773.95 "
5TS,Water (Basic Water & Sewer),E09041852,9/15/2019,10/15/2019,2019,2205,HCF,N/A,"$22,786.69 "
5TS,Water (Basic Water & Sewer),E09041852,8/13/2019,9/15/2019,2019,2563,HCF,N/A,"$26,486.30 "
5TS,Water (Basic Water & Sewer),E09041852,7/14/2019,8/13/2019,2019,2592,HCF,N/A,"$26,785.99 "
5TS,Water (Basic Water & Sewer),E09041852,6/30/2019,7/14/2019,2019,936,HCF,N/A,"$9,672.72 "
5TS,Water (Basic Water & Sewer),E09041852,6/13/2019,6/30/2019,2019,1192,HCF,N/A,"$12,040.39 "
5TS,Water (Basic Water & Sewer),E09041852,5/13/2019,6/13/2019,2019,1950,HCF,N/A,"$19,696.95 "
5TS,Water (Basic Water & Sewer),E09041852,4/14/2019,5/13/2019,2019,1687,HCF,N/A,"$17,040.39 "
5TS,Water (Basic Water & Sewer),E09041852,3/14/2019,4/14/2019,2019,1912,HCF,N/A,"$19,313.11 "
5TS,Water (Basic Water & Sewer),E09041852,2/13/2019,3/14/2019,2019,1696,HCF,N/A,"$17,131.30 "
5TS,Water (Basic Water & Sewer),E09041852,1/14/2019,2/13/2019,2019,1881,HCF,N/A,"$18,999.98 "
5TS,Water (Basic Water & Sewer),E09041852,12/21/2018,1/14/2019,2019,1007,HCF,N/A,"$10,171.71 "
5TS,Water (Basic Water & Sewer),E09041852,10/15/2018,12/21/2018,2018,1997,HCF,N/A,"$20,171.70 "
5TS,Water (Basic Water & Sewer),E09041852,9/16/2018,10/15/2018,2018,2231,HCF,N/A,"$22,535.33 "
5TS,Water (Basic Water & Sewer),E09041852,8/14/2018,9/16/2018,2018,2962,HCF,N/A,"$29,919.16 "
5TS,Water (Basic Water & Sewer),E09041852,6/30/2018,8/14/2018,2018,2685,HCF,N/A,"$27,121.19 "
5TS,Water (Basic Water & Sewer),E09041852,7/15/2018,6/30/2018,2018,1362,HCF,N/A,"$13,440.08 "
5TS,Water (Basic Water & Sewer),E09041852,6/13/2018,7/15/2018,2018,1142,HCF,N/A,"$11,535.34 "
5TS,Water (Basic Water & Sewer),E09041852,5/14/2018,6/13/2018,2018,2343,HCF,N/A,"$23,120.49 "
5TS,Water (Basic Water & Sewer),E09041852,4/15/2018,5/14/2018,2018,2124,HCF,N/A,"$20,959.42 "
5TS,Water (Basic Water & Sewer),E09041852,3/15/2018,4/15/2018,2018,2212,HCF,N/A,"$21,827.79 "
5TS,Water (Basic Water & Sewer),E09041852,2/13/2018,3/15/2018,2018,2201,HCF,N/A,"$21,719.25 "
5TS,Water (Basic Water & Sewer),E09041852,1/15/2018,2/13/2018,2018,1960,HCF,N/A,"$19,341.08 "
5TS,Water (Basic Water & Sewer),E09041852,12/13/2017,1/15/2018,2018,1998,HCF,N/A,"$19,716.06 "
5TS,Water (Basic Water & Sewer),E09041852,11/15/2017,12/13/2017,2017,1693,HCF,N/A,"$16,706.35 "
5TS,Water (Basic Water & Sewer),E09041852,10/15/2017,11/15/2017,2017,1941,HCF,N/A,"$19,153.59 "
5TS,Water (Basic Water & Sewer),E09041852,9/21/2017,10/15/2017,2017,1842,HCF,N/A,"$18,176.67 "
5TS,Water (Basic Water & Sewer),E09041852,9/14/2017,9/21/2017,2017,522,HCF,N/A,"$5,151.04 "
5TS,Water (Basic Water & Sewer),E09041852,8/13/2017,9/14/2017,2017,2497,HCF,N/A,"$24,640.15 "
5TS,Water (Basic Water & Sewer),E09041852,7/16/2017,8/13/2017,2017,2294,HCF,N/A,"$22,636.96 "
5TS,Water (Basic Water & Sewer),E09041852,6/30/2017,7/16/2017,2017,1104,HCF,N/A,"$10,894.16 "
5TS,Water (Basic Water & Sewer),E09041852,6/13/2017,6/30/2017,2017,1449,HCF,N/A,"$14,298.59 "
5TS,Water (Basic Water & Sewer),E09041852,5/11/2017,6/13/2017,2017,2027,HCF,N/A,"$20,002.23 "
5TS,Water (Basic Water & Sewer),E09041852,4/11/2017,5/11/2017,2017,1861,HCF,N/A,"$18,364.16 "
5TS,Water (Basic Water & Sewer),E09041852,3/14/2017,4/11/2017,2017,1691,HCF,N/A,"$16,686.62 "
5TS,Water (Basic Water & Sewer),E09041852,2/12/2017,3/14/2017,2017,1821,HCF,N/A,"$17,969.45 "
5TS,Water (Basic Water & Sewer),E09041852,1/16/2017,2/12/2017,2017,1482,HCF,N/A,"$14,624.23 "
5TS,Water (Basic Water & Sewer),E09041852,12/13/2016,1/16/2017,2017,1855,HCF,N/A,"$18,304.95 "
5TS,Water (Cooling Tower),B18572573,7/14/2020,6/30/2020,2020,499,HCF,N/A,"($2,690.85)"
5TS,Water (Cooling Tower),B18572573,6/14/2020,7/14/2020,2020,506,HCF,N/A,"($2,728.60)"
5TS,Water (Cooling Tower),B18572573,5/13/2020,6/14/2020,2020,835,HCF,N/A,"($4,502.72)"
5TS,Water (Cooling Tower),B18572573,4/14/2020,5/13/2020,2020,406,HCF,N/A,"($2,189.35)"
5TS,Water (Cooling Tower),B18572573,3/15/2020,4/14/2020,2020,374,HCF,N/A,"($2,016.79)"
5TS,Water (Cooling Tower),B18572573,2/13/2020,3/15/2020,2020,592,HCF,N/A,"($3,192.35)"
5TS,Water (Cooling Tower),B18572573,1/14/2020,2/13/2020,2020,454,HCF,N/A,"($2,448.19)"
5TS,Water (Cooling Tower),B18572573,12/15/2019,1/14/2020,2020,401,HCF,N/A,"($2,162.39)"
5TS,Water (Cooling Tower),B18572573,11/17/2019,12/15/2019,2019,410,HCF,N/A,"($2,210.92)"
5TS,Water (Cooling Tower),B18572573,10/15/2019,11/17/2019,2019,765,HCF,N/A,"($4,125.25)"
5TS,Water (Cooling Tower),B18572573,9/15/2019,10/15/2019,2019,1245,HCF,N/A,"($6,713.64)"
5TS,Water (Cooling Tower),B18572573,8/13/2019,9/15/2019,2019,1600,HCF,N/A,"($8,627.98)"
5TS,Water (Cooling Tower),B18572573,7/14/2019,8/13/2019,2019,1792,HCF,N/A,"($9,663.33)"
5TS,Water (Cooling Tower),B18572573,6/30/2019,7/14/2019,2019,755,HCF,N/A,"($4,071.33)"
5TS,Water (Cooling Tower),B18572573,6/13/2019,6/30/2019,2019,753,HCF,N/A,"($3,968.95)"
5TS,Water (Cooling Tower),B18572573,5/13/2019,6/13/2019,2019,1086,HCF,N/A,"($5,724.14)"
5TS,Water (Cooling Tower),B18572573,4/14/2019,5/13/2019,2019,499.09,HCF,N/A,"($2,630.63)"
5TS,Water (Cooling Tower),B18572573,3/14/2019,4/14/2019,2019,533.51,HCF,N/A,"($2,812.05)"
5TS,Water (Cooling Tower),B18572573,2/13/2019,3/14/2019,2019,499.09,HCF,N/A,"($2,630.63)"
5TS,Water (Cooling Tower),B18572573,1/14/2019,2/13/2019,2019,516.3,HCF,N/A,"($2,721.34)"
5TS,Water (Cooling Tower),B18572573,12/21/2018,1/14/2019,2019,413.04,HCF,N/A,"($2,177.07)"
5TS,Water (Cooling Tower),B18572573,11/15/2018,12/21/2018,2018,619.56,HCF,N/A,"($3,265.61)"
5TS,Water (Cooling Tower),B18572573,10/15/2018,11/15/2018,2018,361.41,HCF,N/A,"($1,904.94)"
5TS,Water (Cooling Tower),B18572573,9/16/2018,10/15/2018,2018,1145,HCF,N/A,$0.00 
5TS,Water (Cooling Tower),B18572573,7/13/2018,9/16/2018,2018,3520,HCF,N/A,$0.00 
5TS,Water (Cooling Tower),B18572573,6/13/2018,7/13/2018,2018,1399,HCF,N/A,"($7,282.93)"
5TS,Water (Cooling Tower),B18572573,5/14/2018,6/13/2018,2018,991,HCF,N/A,"($5,102.87)"
5TS,Water (Cooling Tower),B18572573,4/15/2018,5/14/2018,2018,796,HCF,N/A,"($4,098.78)"
5TS,Water (Cooling Tower),B18572573,3/15/2018,4/15/2018,2018,658,HCF,N/A,"($3,388.18)"
5TS,Water (Cooling Tower),B18572573,1/30/2018,3/15/2018,2018,664,HCF,N/A,"($3,419.08)"
5TS,Water (Cooling Tower),B18572573,1/15/2018,1/30/2018,2018,188,HCF,N/A,$0.00 
5TS,Water (Cooling Tower),B18572573,12/13/2017,1/15/2018,2018,324,HCF,N/A,$0.00 
5TS,Water (Cooling Tower),B18572573,11/15/2017,12/13/2017,2017,439,HCF,N/A,$0.00 
5TS,Water (Cooling Tower),B18572573,10/15/2017,11/15/2017,2017,730,HCF,N/A,$0.00 
5TS,Water (Cooling Tower),B18572573,9/21/2017,10/15/2017,2017,1065,HCF,N/A,$0.00 
5TS,Water (Cooling Tower),B18572573,8/13/2017,9/21/2017,2017,1832,HCF,N/A,$0.00 
5TS,Water (Cooling Tower),B18572573,7/16/2017,8/13/2017,2017,1511,HCF,N/A,"($7,780.46)"
5TS,Water (Cooling Tower),B18572573,6/13/2017,7/16/2017,2017,724,HCF,N/A,"($3,728.03)"
5TS,Water (Cooling Tower),B18572573,6/30/2017,6/13/2017,2017,1216,HCF,N/A,"($6,261.45)"
5TS,Water (Cooling Tower),B18572573,5/11/2017,6/30/2017,2017,845,HCF,N/A,"($4,351.09)"
5TS,Water (Cooling Tower),B18572573,4/13/2017,5/11/2017,2017,757,HCF,N/A,"($3,897.96)"
5TS,Water (Cooling Tower),B18572573,3/14/2017,4/13/2017,2017,675,HCF,N/A,"($3,475.72)"
5TS,Water (Cooling Tower),B18572573,2/13/2017,3/14/2017,2017,599,HCF,N/A,"($3,084.38)"
5TS,Water (Cooling Tower),B18572573,1/16/2017,2/13/2017,2017,375,HCF,N/A,"($1,930.96)"
5TS,Water (Cooling Tower),B18572573,12/13/2016,1/16/2017,2017,455,HCF,N/A,"($2,342.89)"
5TS,Water (Steam Condensate),10009-72024-001,3/18/2020,6/16/2020,2020,185,HCF,N/A,$786.35 
5TS,Water (Steam Condensate),10009-72024-001,12/17/2019,3/18/2020,2020,985,HCF,N/A,"$4,186.79 "
5TS,Water (Steam Condensate),10009-72024-001,9/16/2019,12/17/2019,2019,515,HCF,N/A,"$2,189.03 "
5TS,Water (Steam Condensate),10009-72024-001,6/17/2019,9/16/2019,2019,202,HCF,N/A,$855.75 
5TS,Water (Steam Condensate),10009-72024-001,3/19/2019,6/17/2019,2019,392,HCF,N/A,"$1,628.63 "
5TS,Water (Steam Condensate),10009-72024-001,12/17/2018,3/19/2019,2019,1183,HCF,N/A,"$4,914.97 "
5TS,Water (Steam Condensate),10009-72024-001,9/14/2018,12/17/2018,2018,637,HCF,N/A,"$2,646.53 "
5TS,Water (Steam Condensate),10009-72024-001,6/15/2018,9/14/2018,2018,340,HCF,N/A,"$1,407.20 "
5TS,Water (Steam Condensate),10009-72024-001,3/19/2018,6/15/2018,2018,629,HCF,N/A,"$2,552.98 "
5TS,Water (Steam Condensate),10009-72024-001,12/15/2017,3/19/2018,2018,1340,HCF,N/A,"$5,438.79 "
5TS,Water (Steam Condensate),10009-72024-001,9/14/2017,12/15/2017,2017,519,HCF,N/A,"$2,106.51 "
5TS,Water (Steam Condensate),10009-72024-001,6/15/2017,9/14/2017,2017,256,HCF,N/A,"$1,039.05 "
5TS,Water (Steam Condensate),10009-72024-001,3/20/2017,6/15/2017,2017,459,HCF,N/A,"$1,862.99 "
5TS,Water (Steam Condensate),10009-72024-001,12/16/2016,3/20/2017,2017,1246,HCF,N/A,"$5,057.25 "
5TS,Water (Fire Water),V52163606,9/21/2017,4/3/2018,2018,5,HCF,N/A,$49.34 
5TS,Water (Fire Water),V52163606,8/31/2016,9/21/2017,2017,159,HCF,N/A,"$1,569.00 "
5TS,Water (Fire Water),V52163609,4/3/2018,12/21/2018,2018,19,HCF,N/A,$190.19 
5TS,Water (Fire Water),V52163609,9/21/2017,4/3/2018,2018,2,HCF,N/A,$19.74 
5TS,Water (Fire Water),V52163609,8/1/2016,9/21/2017,2017,34,HCF,N/A,$335.51 
61 Bway,Electric,43-1001-0104-0101-3,6/2/2020,7/1/2020,2020,80,kWh,13.2,$651.05 
61 Bway,Electric,43-1001-0104-0101-3,5/1/2020,6/2/2020,2020,80,kWh,26.4,"$1,181.93 "
61 Bway,Electric,43-1001-0104-0101-3,4/2/2020,5/1/2020,2020,80,kWh,26.4,$781.65 
61 Bway,Electric,43-1001-0104-0101-3,3/4/2020,4/2/2020,2020,80,kWh,12.8,$405.19 
61 Bway,Electric,43-1001-0104-0101-3,2/3/2020,3/4/2020,2020,40,kWh,12.4,$403.81 
61 Bway,Electric,43-1001-0104-0101-3,1/2/2020,2/3/2020,2020,120,kWh,12.4,$422.25 
61 Bway,Electric,43-1001-0104-0101-3,12/3/2019,1/2/2020,2019,120,kWh,18.4,$533.94 
61 Bway,Electric,43-1001-0104-0101-3,10/30/2019,12/3/2019,2019,80,kWh,9.2,$354.09 
61 Bway,Electric,43-1001-0104-0101-3,10/1/2019,10/30/2019,2019,80,kWh,9.2,$372.81 
61 Bway,Electric,43-1001-0104-0101-3,8/30/2019,10/1/2019,2019,40,kWh,13.2,$625.45 
61 Bway,Electric,43-1001-0104-0101-3,8/1/2019,8/30/2019,2019,40,kWh,8.8,$434.38 
61 Bway,Electric,43-1001-0104-0101-3,7/2/2019,8/1/2019,2019,40,kWh,28.8,"$1,210.14 "
61 Bway,Electric,43-1001-0104-0101-3,6/3/2019,7/2/2019,2019,80,kWh,13.2,$574.18 
61 Bway,Electric,43-1001-0104-0101-3,5/2/2019,6/3/2019,2019,120,kWh,0,$352.87 
61 Bway,Electric,43-1001-0104-0101-3,4/3/2019,5/2/2019,2019,80,kWh,26.4,$708.12 
61 Bway,Electric,43-1001-0104-0101-3,3/5/2019,4/3/2019,2019,80,kWh,12.8,$366.21 
61 Bway,Electric,43-1001-0104-0101-3,2/1/2019,3/5/2019,2019,80,kWh,12.4,$391.78 
61 Bway,Electric,43-1001-0104-0101-3,1/2/2019,2/1/2019,2019,120,kWh,12.4,$374.00 
61 Bway,Electric,43-1001-0104-0101-3,12/3/2018,1/2/2019,2018,131.25,kWh,18.4,$579.91 
61 Bway,Electric,43-1001-0104-0101-3,10/30/2018,12/3/2018,2018,148.75,kWh,18.4,$657.27 
61 Bway,Electric,43-1001-0104-0101-3,10/1/2018,10/30/2018,2018,160,kWh,18,$622.20 
61 Bway,Electric,43-1001-0104-0101-3,8/30/2018,10/1/2018,2018,40,kWh,4.8,$266.44 
61 Bway,Electric,43-1001-0104-0101-3,8/1/2018,8/30/2018,2018,40,kWh,8.8,$381.38 
61 Bway,Electric,43-1001-0104-0101-3,7/2/2018,8/1/2018,2018,40,kWh,7.6,$350.13 
61 Bway,Electric,43-1001-0104-0101-3,6/1/2018,7/2/2018,2018,120,kWh,13.2,$588.48 
61 Bway,Electric,43-1001-0104-0101-3,5/2/2018,6/1/2018,2018,80,kWh,13.2,$478.04 
61 Bway,Electric,43-1001-0104-0101-3,4/3/2018,5/2/2018,2018,40,kWh,5.6,$191.65 
61 Bway,Electric,43-1001-0104-0101-3,3/5/2018,4/3/2018,2018,40,kWh,5.6,$189.33 
61 Bway,Electric,43-1001-0104-0101-3,2/1/2018,3/5/2018,2018,80,kWh,5.2,$200.52 
61 Bway,Electric,43-1001-0104-0101-3,1/2/2018,2/1/2018,2018,40,kWh,8.4,$265.89 
61 Bway,Electric,43-1001-0104-0101-3,12/1/2017,1/2/2018,2017,40,kWh,5.2,$190.71 
61 Bway,Electric,43-1001-0104-0101-3,10/30/2017,12/1/2017,2017,80,kWh,7.2,$306.54 
61 Bway,Electric,43-1001-0104-0101-3,9/29/2017,10/30/2017,2017,80,kWh,9.2,$404.82 
61 Bway,Electric,43-1001-0104-0101-3,8/30/2017,9/29/2017,2017,40,kWh,8,$434.81 
61 Bway,Electric,43-1001-0104-0101-3,8/1/2017,8/30/2017,2017,40,kWh,6.4,$397.99 
61 Bway,Electric,43-1001-0104-0101-3,6/30/2017,8/1/2017,2017,0,kWh,7.6,$455.28 
61 Bway,Electric,43-1001-0104-0101-3,6/1/2017,6/30/2017,2017,40,kWh,6.4,$398.90 
61 Bway,Electric,43-1001-0104-0101-3,5/2/2017,6/1/2017,2017,40,kWh,3.2,$330.24 
61 Bway,Electric,43-1001-0104-0101-3,4/4/2017,5/2/2017,2017,40,kWh,4,$266.65 
61 Bway,Electric,43-1001-0104-0101-3,3/6/2017,4/4/2017,2017,40,kWh,6.4,$280.41 
61 Bway,Electric,43-1001-0104-0101-3,2/2/2017,3/6/2017,2017,40,kWh,8.8,$322.43 
61 Bway,Electric,43-1001-0104-0101-3,1/3/2017,2/2/2017,2017,40,kWh,8.4,$281.86 
61 Bway,Electric,43-1001-0104-0101-3,12/2/2016,1/3/2017,2016,0,kWh,0,$277.72 
61 Bway,Electric,43-1001-0104-1003-0,6/2/2020,7/1/2020,2020,6960,kWh,32,"$1,631.51 "
61 Bway,Electric,43-1001-0104-1003-0,5/1/2020,6/2/2020,2020,10720,kWh,27.2,"$1,777.65 "
61 Bway,Electric,43-1001-0104-1003-0,4/2/2020,5/1/2020,2020,7600,kWh,25.6,"$1,278.44 "
61 Bway,Electric,43-1001-0104-1003-0,3/4/2020,4/2/2020,2020,11600,kWh,36.8,"$1,871.51 "
61 Bway,Electric,43-1001-0104-1003-0,2/3/2020,3/4/2020,2020,16320,kWh,40,"$2,498.16 "
61 Bway,Electric,43-1001-0104-1003-0,1/2/2020,2/3/2020,2020,20640,kWh,52.8,"$3,338.73 "
61 Bway,Electric,43-1001-0104-1003-0,12/3/2019,1/2/2020,2019,18800,kWh,52,"$3,104.95 "
61 Bway,Electric,43-1001-0104-1003-0,10/30/2019,12/3/2019,2019,18480,kWh,46.4,"$3,119.10 "
61 Bway,Electric,43-1001-0104-1003-0,10/1/2019,10/30/2019,2019,8240,kWh,33.6,"$1,754.02 "
61 Bway,Electric,43-1001-0104-1003-0,8/30/2019,10/1/2019,2019,11200,kWh,40,"$2,514.08 "
61 Bway,Electric,43-1001-0104-1003-0,8/1/2019,8/30/2019,2019,8080,kWh,33.6,"$1,886.49 "
61 Bway,Electric,43-1001-0104-1003-0,7/2/2019,8/1/2019,2019,13360,kWh,42.4,"$2,779.19 "
61 Bway,Electric,43-1001-0104-1003-0,6/3/2019,7/2/2019,2019,6960,kWh,32,"$1,690.56 "
61 Bway,Electric,43-1001-0104-1003-0,5/2/2019,6/3/2019,2019,10720,kWh,27.2,"$1,956.48 "
61 Bway,Electric,43-1001-0104-1003-0,4/3/2019,5/2/2019,2019,7600,kWh,25.6,"$1,242.60 "
61 Bway,Electric,43-1001-0104-1003-0,3/5/2019,4/3/2019,2019,11600,kWh,36.8,"$1,953.16 "
61 Bway,Electric,43-1001-0104-1003-0,2/1/2019,3/5/2019,2019,17440,kWh,40,"$2,578.57 "
61 Bway,Electric,43-1001-0104-1003-0,1/2/2019,2/1/2019,2019,19360,kWh,52.8,"$3,313.45 "
61 Bway,Electric,43-1001-0104-1003-0,12/3/2018,1/2/2019,2018,18800,kWh,52,"$3,055.55 "
61 Bway,Electric,43-1001-0104-1003-0,10/30/2018,12/3/2018,2018,18480,kWh,46.4,"$3,158.04 "
61 Bway,Electric,43-1001-0104-1003-0,10/1/2018,10/30/2018,2018,8400,kWh,40,"$1,731.03 "
61 Bway,Electric,43-1001-0104-1003-0,8/30/2018,10/1/2018,2018,8480,kWh,36,"$1,969.50 "
61 Bway,Electric,43-1001-0104-1003-0,8/1/2018,8/30/2018,2018,8080,kWh,33.6,"$1,759.99 "
61 Bway,Electric,43-1001-0104-1003-0,7/2/2018,8/1/2018,2018,8080,kWh,40.8,"$1,979.40 "
61 Bway,Electric,43-1001-0104-1003-0,6/1/2018,7/2/2018,2018,7440,kWh,32,"$1,723.61 "
61 Bway,Electric,43-1001-0104-1003-0,5/2/2018,6/1/2018,2018,7600,kWh,45.6,"$1,741.01 "
61 Bway,Electric,43-1001-0104-1003-0,4/3/2018,5/2/2018,2018,8800,kWh,36,"$1,710.44 "
61 Bway,Electric,43-1001-0104-1003-0,3/5/2018,4/3/2018,2018,14560,kWh,46.4,"$2,625.22 "
61 Bway,Electric,43-1001-0104-1003-0,2/1/2018,3/5/2018,2018,13280,kWh,61.6,"$2,769.61 "
61 Bway,Electric,43-1001-0104-1003-0,1/2/2018,2/1/2018,2018,18240,kWh,75.2,"$3,537.07 "
61 Bway,Electric,43-1001-0104-1003-0,12/1/2017,1/2/2018,2017,16080,kWh,72.8,"$3,479.86 "
61 Bway,Electric,43-1001-0104-1003-0,10/30/2017,12/1/2017,2017,10880,kWh,58.4,"$2,558.51 "
61 Bway,Electric,43-1001-0104-1003-0,9/29/2017,10/30/2017,2017,10240,kWh,48,"$2,221.91 "
61 Bway,Electric,43-1001-0104-1003-0,8/30/2017,9/29/2017,2017,12560,kWh,52.8,"$2,817.42 "
61 Bway,Electric,43-1001-0104-1003-0,8/1/2017,8/30/2017,2017,13520,kWh,54.4,"$2,906.35 "
61 Bway,Electric,43-1001-0104-1003-0,6/30/2017,8/1/2017,2017,14640,kWh,55.2,"$3,224.65 "
61 Bway,Electric,43-1001-0104-1003-0,6/1/2017,6/30/2017,2017,12480,kWh,67.2,"$3,127.75 "
61 Bway,Electric,43-1001-0104-1003-0,5/2/2017,6/1/2017,2017,6080,kWh,23.2,"$1,234.68 "
61 Bway,Electric,43-1001-0104-1003-0,4/4/2017,5/2/2017,2017,4880,kWh,18.4,$975.54 
