Building ,Meter Type,Meter Number,Start Date,End Date,Year ,Usage,Units,Demand,Cost
WWP,Electric,44-1207-0435-8502-3,6/19/2020,7/21/2020,2020,0,kWh,0,$34.88 
WWP,Electric,44-1207-0435-8502-3,5/20/2020,6/19/2020,2020,18,kWh,0.18,$37.06 
WWP,Electric,44-1207-0435-8502-3,4/21/2020,5/20/2020,2020,0,kWh,0,$31.75 
WWP,Electric,44-1207-0435-8502-3,3/23/2020,4/21/2020,2020,0,kWh,0,$31.75 
WWP,Electric,44-1207-0435-8502-3,2/21/2020,3/23/2020,2020,18,kWh,0.36,$37.28 
WWP,Electric,44-1207-0435-8502-3,1/22/2020,2/21/2020,2020,18,kWh,0,$35.63 
WWP,Electric,44-1207-0435-8502-3,12/20/2019,1/22/2020,2020,18,kWh,0.36,$36.78 
WWP,Electric,44-1207-0435-8502-3,11/19/2019,12/20/2019,2019,0,kWh,0.18,$31.30 
WWP,Electric,44-1207-0435-8502-3,10/21/2019,11/19/2019,2019,18,kWh,0.36,$32.93 
WWP,Electric,44-1207-0435-8502-3,9/19/2019,10/21/2019,2019,18,kWh,0.36,$36.08 
WWP,Electric,44-1207-0435-8502-3,8/20/2019,9/19/2019,2019,0,kWh,0.18,$30.33 
WWP,Electric,44-1207-0435-8502-3,7/22/2019,8/20/2019,2019,18,kWh,0.18,$33.45 
WWP,Electric,44-1207-0435-8502-3,6/20/2019,7/22/2019,2019,0,kWh,0.18,$32.26 
WWP,Electric,44-1207-0435-8502-3,5/21/2019,6/20/2019,2019,18.31,kWh,0.18,$33.37 
WWP,Electric,44-1207-0435-8502-3,4/22/2019,5/21/2019,2019,17.69,kWh,0.18,$32.24 
WWP,Electric,44-1207-0435-8502-3,3/22/2019,4/22/2019,2019,9.3,kWh,0.36,$31.09 
WWP,Electric,44-1207-0435-8502-3,2/21/2019,3/22/2019,2019,8.7,kWh,0.36,$29.06 
WWP,Electric,44-1207-0435-8502-3,1/22/2019,2/21/2019,2019,8.57,kWh,0,$30.20 
WWP,Electric,44-1207-0435-8502-3,12/20/2018,1/22/2019,2019,9.43,kWh,0,$33.10 
WWP,Electric,44-1207-0435-8502-3,11/19/2018,12/20/2018,2018,9,kWh,0.18,$31.23 
WWP,Electric,44-1207-0435-8502-3,10/19/2018,11/19/2018,2018,9,kWh,0.18,$31.23 
WWP,Electric,44-1207-0435-8502-3,9/19/2018,10/19/2018,2018,18,kWh,0.54,$32.36 
WWP,Electric,44-1207-0435-8502-3,8/20/2018,9/19/2018,2018,18,kWh,0.54,$32.36 
WWP,Electric,44-1207-0435-8502-3,7/20/2018,8/20/2018,2018,36,kWh,0.54,$38.09 
WWP,Electric,44-1207-0435-8502-3,6/20/2018,7/20/2018,2018,288,kWh,0.36,$94.91 
WWP,Electric,44-1207-0435-8502-3,5/21/2018,6/20/2018,2018,8.85,kWh,0.36,$30.33 
WWP,Electric,44-1207-0435-8502-3,4/20/2018,5/21/2018,2018,9.15,kWh,0.36,$31.35 
WWP,Electric,44-1207-0435-8502-3,3/22/2018,4/20/2018,2018,558,kWh,0.54,$159.34 
WWP,Electric,44-1207-0435-8502-3,2/21/2018,3/22/2018,2018,36,kWh,0.36,$37.71 
WWP,Electric,44-1207-0435-8502-3,1/22/2018,2/21/2018,2018,324,kWh,0.36,$100.48 
WWP,Electric,44-1207-0435-8502-3,12/20/2017,1/22/2018,2018,252,kWh,0.54,$92.46 
WWP,Electric,44-1207-0435-8502-3,11/17/2017,12/20/2017,2017,18,kWh,0,$36.85 
WWP,Electric,44-1207-0435-8502-3,10/19/2017,11/17/2017,2017,144,kWh,0.54,$60.34 
WWP,Electric,44-1207-0435-8502-3,9/19/2017,10/19/2017,2017,684,kWh,3.06,$199.94 
WWP,Electric,44-1207-0435-8502-3,8/18/2017,9/19/2017,2017,1044,kWh,3.06,$296.89 
WWP,Electric,44-1207-0435-8502-3,7/20/2017,8/18/2017,2017,1440,kWh,3.24,$384.34 
WWP,Electric,44-1207-0435-8502-3,6/20/2017,7/20/2017,2017,1530,kWh,3.06,$415.31 
WWP,Electric,44-1207-0435-8502-3,5/19/2017,6/20/2017,2017,1692,kWh,3.42,$456.56 
WWP,Electric,44-1207-0435-8502-3,4/21/2017,5/19/2017,2017,900,kWh,3.6,$245.52 
WWP,Electric,44-1207-0435-8502-3,3/23/2017,4/21/2017,2017,144,kWh,0.54,$59.23 
WWP,Electric,44-1207-0435-8502-3,2/22/2017,3/23/2017,2017,36,kWh,0.36,$37.38 
WWP,Electric,44-1207-0435-8502-3,1/23/2017,2/22/2017,2017,666,kWh,2.88,$181.88 
WWP,Electric,44-1207-0403-0601-9,6/19/2020,7/21/2020,2020,36320,kWh,51.2,"$5,900.12 "
WWP,Electric,44-1207-0403-0601-9,5/20/2020,6/19/2020,2020,32800,kWh,49.6,"$5,252.98 "
WWP,Electric,44-1207-0403-0601-9,4/21/2020,5/20/2020,2020,30720,kWh,51.2,"$4,363.91 "
WWP,Electric,44-1207-0403-0601-9,3/23/2020,4/21/2020,2020,33280,kWh,54.4,"$3,958.59 "
WWP,Electric,44-1207-0403-0601-9,2/21/2020,3/23/2020,2020,34400,kWh,56,"$4,477.74 "
WWP,Electric,44-1207-0403-0601-9,1/22/2020,2/21/2020,2020,33440,kWh,56,"$4,589.31 "
WWP,Electric,44-1207-0403-0601-9,12/20/2019,1/22/2020,2020,36640,kWh,56,"$5,175.88 "
WWP,Electric,44-1207-0403-0601-9,11/19/2019,12/20/2019,2019,35200,kWh,59.2,"$5,051.67 "
WWP,Electric,44-1207-0403-0601-9,10/21/2019,11/19/2019,2019,31360,kWh,52.8,"$4,587.19 "
WWP,Electric,44-1207-0403-0601-9,9/19/2019,10/21/2019,2019,34240,kWh,52.8,"$5,322.10 "
WWP,Electric,44-1207-0403-0601-9,8/20/2019,9/19/2019,2019,33120,kWh,52.8,"$5,310.04 "
WWP,Electric,44-1207-0403-0601-9,7/22/2019,8/20/2019,2019,32480,kWh,52.8,"$5,227.16 "
WWP,Electric,44-1207-0403-0601-9,6/20/2019,7/22/2019,2019,36320,kWh,51.2,"$5,675.21 "
WWP,Electric,44-1207-0403-0601-9,5/21/2019,6/20/2019,2019,32800,kWh,49.6,"$4,965.65 "
WWP,Electric,44-1207-0403-0601-9,4/22/2019,5/21/2019,2019,30720,kWh,51.2,"$4,174.67 "
WWP,Electric,44-1207-0403-0601-9,3/22/2019,4/22/2019,2019,35712,kWh,54.4,"$4,514.90 "
WWP,Electric,44-1207-0403-0601-9,2/21/2019,3/22/2019,2019,33408,kWh,54.4,"$4,223.65 "
WWP,Electric,44-1207-0403-0601-9,1/22/2019,2/21/2019,2019,42400,kWh,57.6,"$6,081.52 "
WWP,Electric,44-1207-0403-0601-9,12/20/2018,1/22/2019,2019,35520,kWh,59.2,"$5,208.95 "
WWP,Electric,44-1207-0403-0601-9,11/19/2018,12/20/2018,2018,37120,kWh,56,"$5,224.99 "
WWP,Electric,44-1207-0403-0601-9,10/19/2018,11/19/2018,2018,35520,kWh,54.4,"$5,180.09 "
WWP,Electric,44-1207-0403-0601-9,9/19/2018,10/19/2018,2018,34880,kWh,51.2,"$5,052.84 "
WWP,Electric,44-1207-0403-0601-9,8/20/2018,9/19/2018,2018,36000,kWh,51.2,"$5,404.18 "
WWP,Electric,44-1207-0403-0601-9,7/20/2018,8/20/2018,2018,37440,kWh,51.2,"$5,567.63 "
WWP,Electric,44-1207-0403-0601-9,6/20/2018,7/20/2018,2018,35840,kWh,54.4,"$5,479.00 "
WWP,Electric,44-1207-0403-0601-9,5/21/2018,6/20/2018,2018,35040,kWh,51.2,"$5,215.72 "
WWP,Electric,44-1207-0403-0601-9,4/20/2018,5/21/2018,2018,35360,kWh,52.8,"$4,923.20 "
WWP,Electric,44-1207-0403-0601-9,3/22/2018,4/20/2018,2018,48800,kWh,56,"$6,615.91 "
WWP,Electric,44-1207-0403-0601-9,2/21/2018,3/22/2018,2018,20320,kWh,36.8,"$3,140.91 "
WWP,Electric,44-1207-0403-0601-9,1/22/2018,2/21/2018,2018,37600,kWh,60.8,"$5,332.08 "
WWP,Electric,44-1207-0403-0601-9,12/20/2017,1/22/2018,2018,44000,kWh,64,"$7,434.33 "
WWP,Electric,44-1207-0403-0601-9,11/17/2017,12/20/2017,2017,41600,kWh,64,"$5,811.06 "
WWP,Electric,44-1207-0403-0601-9,10/19/2017,11/17/2017,2017,35200,kWh,62.4,"$5,086.01 "
WWP,Electric,44-1207-0403-0601-9,9/19/2017,10/19/2017,2017,36800,kWh,59.2,"$5,587.35 "
WWP,Electric,44-1207-0403-0601-9,8/18/2017,9/19/2017,2017,35840,kWh,59.2,"$5,581.46 "
WWP,Electric,44-1207-0403-0601-9,7/20/2017,8/18/2017,2017,40000,kWh,54.4,"$5,381.80 "
WWP,Electric,44-1207-0403-0601-9,6/20/2017,7/20/2017,2017,37760,kWh,57.6,"$5,818.30 "
WWP,Electric,44-1207-0403-0601-9,5/19/2017,6/20/2017,2017,38880,kWh,59.2,"$6,321.36 "
WWP,Electric,44-1207-0403-0601-9,4/21/2017,5/19/2017,2017,31200,kWh,57.6,"$4,915.44 "
WWP,Electric,44-1207-0403-0601-9,3/23/2017,4/21/2017,2017,21280,kWh,43.2,"$3,350.83 "
WWP,Electric,44-1207-0403-0601-9,2/22/2017,3/23/2017,2017,20320,kWh,36.8,"$3,382.81 "
WWP,Electric,44-1207-0403-0601-9,1/23/2017,2/22/2017,2017,21180.95,kWh,40,"$3,445.50 "
WWP,Electric,44-1207-0403-0601-9,12/21/2016,1/23/2017,2017,23299.05,kWh,40,"$3,790.06 "
WWP,Electric,44-1207-0485-0002-7,6/19/2020,7/21/2020,2020,666,kWh,1.08,$197.61 
WWP,Electric,44-1207-0485-0002-7,5/20/2020,6/19/2020,2020,630,kWh,1.08,$181.81 
WWP,Electric,44-1207-0485-0002-7,4/21/2020,5/20/2020,2020,594,kWh,3.06,$154.66 
WWP,Electric,44-1207-0485-0002-7,3/23/2020,4/21/2020,2020,594,kWh,1.08,$141.40 
WWP,Electric,44-1207-0485-0002-7,2/21/2020,3/23/2020,2020,648,kWh,1.08,$158.99 
WWP,Electric,44-1207-0485-0002-7,1/22/2020,2/21/2020,2020,642.86,kWh,1.08,$177.94 
WWP,Electric,44-1207-0485-0002-7,12/20/2019,1/22/2020,2020,707.14,kWh,1.08,$195.73 
WWP,Electric,44-1207-0485-0002-7,11/19/2019,12/20/2019,2019,594,kWh,1.08,$146.43 
WWP,Electric,44-1207-0485-0002-7,10/21/2019,11/19/2019,2019,666,kWh,2.34,$161.79 
WWP,Electric,44-1207-0485-0002-7,9/19/2019,10/21/2019,2019,702,kWh,1.44,$181.29 
WWP,Electric,44-1207-0485-0002-7,8/20/2019,9/19/2019,2019,648,kWh,1.26,$177.77 
WWP,Electric,44-1207-0485-0002-7,7/22/2019,8/20/2019,2019,630,kWh,1.26,$172.82 
WWP,Electric,44-1207-0485-0002-7,6/20/2019,7/22/2019,2019,666,kWh,1.08,$180.46 
WWP,Electric,44-1207-0485-0002-7,5/22/2019,6/20/2019,2019,612,kWh,1.08,$160.36 
WWP,Electric,44-1207-0485-0002-7,4/22/2019,5/22/2019,2019,624,kWh,3.06,$142.14 
WWP,Electric,44-1207-0485-0002-7,3/22/2019,4/22/2019,2019,644.8,kWh,3.06,$146.88 
WWP,Electric,44-1207-0485-0002-7,2/21/2019,3/22/2019,2019,603.2,kWh,3.06,$137.42 
WWP,Electric,44-1207-0485-0002-7,1/22/2019,2/21/2019,2019,702,kWh,0,$169.74 
WWP,Electric,44-1207-0485-0002-7,12/20/2018,1/22/2019,2019,576,kWh,0.9,$143.73 
WWP,Electric,44-1207-0485-0002-7,11/19/2018,12/20/2018,2018,684,kWh,1.08,$163.01 
WWP,Electric,44-1207-0485-0002-7,10/19/2018,11/19/2018,2018,720,kWh,2.34,$173.65 
WWP,Electric,44-1207-0485-0002-7,9/19/2018,10/19/2018,2018,702,kWh,1.26,$174.13 
WWP,Electric,44-1207-0485-0002-7,8/20/2018,9/19/2018,2018,828,kWh,1.8,$212.43 
WWP,Electric,44-1207-0485-0002-7,7/20/2018,8/20/2018,2018,756,kWh,1.98,$198.38 
WWP,Electric,44-1207-0485-0002-7,6/20/2018,7/20/2018,2018,558,kWh,1.26,$156.61 
WWP,Electric,44-1207-0485-0002-7,5/21/2018,6/20/2018,2018,486,kWh,1.26,$136.63 
WWP,Electric,44-1207-0485-0002-7,4/20/2018,5/21/2018,2018,504,kWh,1.26,$131.18 
WWP,Electric,44-1207-0485-0002-7,3/22/2018,4/20/2018,2018,486,kWh,1.62,$128.47 
WWP,Electric,44-1207-0485-0002-7,2/21/2018,3/22/2018,2018,576,kWh,1.44,$149.62 
WWP,Electric,44-1207-0485-0002-7,1/22/2018,2/21/2018,2018,558,kWh,1.44,$140.38 
WWP,Electric,44-1207-0485-0002-7,12/20/2017,1/22/2018,2018,954,kWh,2.16,$257.29 
WWP,Electric,44-1207-0485-0002-7,11/17/2017,12/20/2017,2017,666,kWh,1.8,$166.12 
WWP,Electric,44-1207-0485-0002-7,10/19/2017,11/17/2017,2017,522,kWh,1.26,$141.57 
WWP,Electric,44-1207-0485-0002-7,9/19/2017,10/19/2017,2017,504,kWh,1.98,$155.32 
WWP,Electric,44-1207-0485-0002-7,8/18/2017,9/19/2017,2017,486,kWh,1.44,$155.49 
WWP,Electric,44-1207-0485-0002-7,7/20/2017,8/18/2017,2017,468,kWh,1.8,$144.72 
WWP,Electric,44-1207-0485-0002-7,6/20/2017,7/20/2017,2017,522,kWh,2.16,$161.74 
WWP,Electric,44-1207-0485-0002-7,5/19/2017,6/20/2017,2017,540,kWh,1.44,$167.66 
WWP,Electric,44-1207-0485-0002-7,4/21/2017,5/19/2017,2017,504,kWh,1.8,$150.01 
WWP,Electric,44-1207-0485-0002-7,3/23/2017,4/21/2017,2017,540,kWh,1.8,$141.28 
WWP,Electric,44-1207-0485-0002-7,2/22/2017,3/23/2017,2017,576,kWh,1.44,$156.90 
WWP,Electric,44-1207-0485-0002-7,1/21/2017,2/22/2017,2017,756,kWh,2.7,$203.86 
WWP,Electric,44-1207-0485-0002-7,12/21/2016,1/21/2017,2017,720,kWh,2.7,$238.18 
WWP,Electric,44-3007-0175-0004-2,6/19/2020,7/21/2020,2020,1440,kWh,2.52,$364.50 
WWP,Electric,44-3007-0175-0004-2,5/20/2020,6/19/2020,2020,1152,kWh,2.16,$287.94 
WWP,Electric,44-3007-0175-0004-2,4/21/2020,5/20/2020,2020,1224,kWh,7.56,$268.39 
WWP,Electric,44-3007-0175-0004-2,3/23/2020,4/21/2020,2020,2088,kWh,6.12,$390.66 
WWP,Electric,44-3007-0175-0004-2,2/21/2020,3/23/2020,2020,4356,kWh,7.2,$820.65 
WWP,Electric,44-3007-0175-0004-2,1/22/2020,2/21/2020,2020,3636,kWh,6.84,$708.32 
WWP,Electric,44-3007-0175-0004-2,12/20/2019,1/22/2020,2020,2592,kWh,6.12,$510.14 
WWP,Electric,44-3007-0175-0004-2,11/19/2019,12/20/2019,2019,2304,kWh,5.76,$449.73 
WWP,Electric,44-3007-0175-0004-2,10/21/2019,11/19/2019,2019,1764,kWh,5.4,$358.31 
WWP,Electric,44-3007-0175-0004-2,9/19/2019,10/21/2019,2019,1296,kWh,3.24,$289.98 
WWP,Electric,44-3007-0175-0004-2,8/20/2019,9/19/2019,2019,1188,kWh,2.52,$283.28 
WWP,Electric,44-3007-0175-0004-2,7/22/2019,8/20/2019,2019,1152,kWh,2.52,$275.22 
WWP,Electric,44-3007-0175-0004-2,6/20/2019,7/22/2019,2019,1440,kWh,2.52,$333.04 
WWP,Electric,44-3007-0175-0004-2,5/21/2019,6/20/2019,2019,1152,kWh,2.16,$260.77 
WWP,Electric,44-3007-0175-0004-2,4/22/2019,5/21/2019,2019,1224,kWh,7.56,$248.92 
WWP,Electric,44-3007-0175-0004-2,3/22/2019,4/22/2019,2019,2232,kWh,6.12,$410.97 
WWP,Electric,44-3007-0175-0004-2,2/21/2019,3/22/2019,2019,4104,kWh,7.2,$761.86 
WWP,Electric,44-3007-0175-0004-2,1/22/2019,2/21/2019,2019,3636,kWh,6.84,$737.47 
WWP,Electric,44-3007-0175-0004-2,12/20/2018,1/22/2019,2019,2592,kWh,6.12,$520.43 
WWP,Electric,44-3007-0175-0004-2,11/19/2018,12/20/2018,2018,2304,kWh,5.76,$464.66 
WWP,Electric,44-3007-0175-0004-2,10/19/2018,11/19/2018,2018,1908,kWh,5.4,$398.97 
WWP,Electric,44-3007-0175-0004-2,9/19/2018,10/19/2018,2018,1224,kWh,3.24,$273.75 
WWP,Electric,44-3007-0175-0004-2,8/20/2018,9/19/2018,2018,1188,kWh,2.52,$283.36 
WWP,Electric,44-3007-0175-0004-2,7/20/2018,8/20/2018,2018,1260,kWh,2.52,$301.25 
WWP,Electric,44-3007-0175-0004-2,6/20/2018,7/20/2018,2018,1368,kWh,2.52,$331.26 
WWP,Electric,44-3007-0175-0004-2,5/21/2018,6/20/2018,2018,1332,kWh,2.52,$314.03 
WWP,Electric,44-3007-0175-0004-2,4/20/2018,5/21/2018,2018,1404,kWh,3.6,$302.82 
WWP,Electric,44-3007-0175-0004-2,3/22/2018,4/20/2018,2018,2088,kWh,6.12,$445.90 
WWP,Electric,44-3007-0175-0004-2,2/21/2018,3/22/2018,2018,2412,kWh,5.76,$521.16 
WWP,Electric,44-3007-0175-0004-2,1/22/2018,2/21/2018,2018,2520,kWh,5.76,$516.66 
WWP,Electric,44-3007-0175-0004-2,12/20/2017,1/22/2018,2018,3060,kWh,5.76,$690.59 
WWP,Electric,44-3007-0175-0004-2,11/17/2017,12/20/2017,2017,1836,kWh,5.4,$366.94 
WWP,Electric,44-3007-0175-0004-2,10/19/2017,11/17/2017,2017,900,kWh,4.32,$204.60 
WWP,Electric,44-3007-0175-0004-2,9/19/2017,10/19/2017,2017,468,kWh,1.8,$134.46 
WWP,Electric,44-3007-0175-0004-2,8/18/2017,9/19/2017,2017,576,kWh,1.8,$163.74 
WWP,Electric,44-3007-0175-0004-2,7/20/2017,8/18/2017,2017,576,kWh,3.24,$157.40 
WWP,Electric,44-3007-0175-0004-2,6/20/2017,7/20/2017,2017,504,kWh,1.44,$144.36 
WWP,Electric,44-3007-0175-0004-2,5/19/2017,6/20/2017,2017,828,kWh,2.88,$220.31 
WWP,Electric,44-3007-0175-0004-2,4/21/2017,5/19/2017,2017,936,kWh,3.24,$233.50 
WWP,Electric,44-3007-0175-0004-2,3/23/2017,4/21/2017,2017,1170,kWh,10.44,$256.68 
WWP,Electric,44-3007-0175-0004-2,2/22/2017,3/23/2017,2017,1170,kWh,10.44,$256.68 
WWP,Electric,44-3007-0175-0004-2,1/23/2017,2/22/2017,2017,720,kWh,8.64,$167.25 
WWP,Electric,44-3007-0175-0004-2,12/21/2016,1/23/2017,2017,792,kWh,8.64,$183.96 
WWP,Electric,44-3007-0197-0002-0,6/19/2020,7/21/2020,2020,16080,kWh,31.6,"$2,803.08 "
WWP,Electric,44-3007-0197-0002-0,5/20/2020,6/19/2020,2020,16600,kWh,31.2,"$2,724.86 "
WWP,Electric,44-3007-0197-0002-0,4/21/2020,5/20/2020,2020,16360,kWh,32.8,"$2,363.52 "
WWP,Electric,44-3007-0197-0002-0,3/23/2020,4/21/2020,2020,18360,kWh,37.2,"$2,247.35 "
WWP,Electric,44-3007-0197-0002-0,2/21/2020,3/23/2020,2020,19640,kWh,37.2,"$2,564.51 "
WWP,Electric,44-3007-0197-0002-0,1/22/2020,2/21/2020,2020,17880,kWh,38.4,"$2,536.39 "
WWP,Electric,44-3007-0197-0002-0,12/20/2019,1/22/2020,2020,21000,kWh,34,"$2,885.58 "
WWP,Electric,44-3007-0197-0002-0,11/19/2019,12/20/2019,2019,19600,kWh,34.8,"$2,735.64 "
WWP,Electric,44-3007-0197-0002-0,10/21/2019,11/19/2019,2019,14760,kWh,34,"$2,259.71 "
WWP,Electric,44-3007-0197-0002-0,9/19/2019,10/21/2019,2019,15040,kWh,30,"$2,424.14 "
WWP,Electric,44-3007-0197-0002-0,8/20/2019,9/19/2019,2019,20600,kWh,34,"$3,207.90 "
WWP,Electric,44-3007-0197-0002-0,7/22/2019,8/20/2019,2019,12560,kWh,24.4,"$2,067.05 "
WWP,Electric,44-3007-0197-0002-0,6/20/2019,7/22/2019,2019,16080,kWh,31.6,"$2,687.11 "
WWP,Electric,44-3007-0197-0002-0,5/21/2019,6/20/2019,2019,16600,kWh,31.2,"$2,577.36 "
WWP,Electric,44-3007-0197-0002-0,4/22/2019,5/21/2019,2019,16394.67,kWh,32.8,"$2,322.65 "
WWP,Electric,44-3007-0197-0002-0,3/22/2019,4/22/2019,2019,17525.33,kWh,32.8,"$2,482.78 "
WWP,Electric,44-3007-0197-0002-0,2/21/2019,3/22/2019,2019,18400,kWh,37.2,"$2,542.65 "
WWP,Electric,44-3007-0197-0002-0,1/22/2019,2/21/2019,2019,17880,kWh,38.4,"$2,824.51 "
WWP,Electric,44-3007-0197-0002-0,12/20/2018,1/22/2019,2019,18480,kWh,37.6,"$2,827.22 "
WWP,Electric,44-3007-0197-0002-0,11/19/2018,12/20/2018,2018,15720,kWh,30.8,"$2,342.78 "
WWP,Electric,44-3007-0197-0002-0,10/19/2018,11/19/2018,2018,16080,kWh,30,"$2,433.22 "
WWP,Electric,44-3007-0197-0002-0,9/19/2018,10/19/2018,2018,13240,kWh,26.4,"$2,061.66 "
WWP,Electric,44-3007-0197-0002-0,8/20/2018,9/19/2018,2018,12920,kWh,25.6,"$2,115.10 "
WWP,Electric,44-3007-0197-0002-0,7/20/2018,8/20/2018,2018,13440,kWh,24.4,"$2,148.97 "
WWP,Electric,44-3007-0197-0002-0,6/20/2018,7/20/2018,2018,13360,kWh,24.8,"$2,145.61 "
WWP,Electric,44-3007-0197-0002-0,5/21/2018,6/20/2018,2018,14480,kWh,28.8,"$2,318.06 "
WWP,Electric,44-3007-0197-0002-0,4/20/2018,5/21/2018,2018,13800,kWh,28.8,"$2,078.22 "
WWP,Electric,44-3007-0197-0002-0,3/22/2018,4/20/2018,2018,14620,kWh,33.6,"$2,325.21 "
WWP,Electric,44-3007-0197-0002-0,2/21/2018,3/22/2018,2018,14620,kWh,33.6,"$2,325.24 "
WWP,Electric,44-3007-0197-0002-0,1/22/2018,2/21/2018,2018,16640,kWh,34,"$2,476.46 "
WWP,Electric,44-3007-0197-0002-0,12/20/2017,1/22/2018,2018,20520,kWh,41.2,"$3,496.41 "
WWP,Electric,44-3007-0197-0002-0,11/17/2017,12/20/2017,2017,15320,kWh,30,"$2,153.48 "
WWP,Electric,44-3007-0197-0002-0,10/19/2017,11/17/2017,2017,13360,kWh,34.4,"$2,071.71 "
WWP,Electric,44-3007-0197-0002-0,9/19/2017,10/19/2017,2017,12440,kWh,29.2,"$2,076.48 "
WWP,Electric,44-3007-0197-0002-0,8/18/2017,9/19/2017,2017,11400,kWh,28.4,"$2,045.72 "
WWP,Electric,44-3007-0197-0002-0,7/20/2017,8/18/2017,2017,13760,kWh,32.8,"$2,236.94 "
WWP,Electric,44-3007-0197-0002-0,6/20/2017,7/20/2017,2017,14200,kWh,33.6,"$2,483.55 "
WWP,Electric,44-3007-0197-0002-0,5/19/2017,6/20/2017,2017,11800,kWh,32.8,"$2,353.35 "
WWP,Electric,44-3007-0197-0002-0,4/21/2017,5/19/2017,2017,9920,kWh,31.6,"$1,953.92 "
WWP,Electric,44-3007-0197-0002-0,3/23/2017,4/21/2017,2017,12160,kWh,35.6,"$2,025.46 "
WWP,Electric,44-3007-0197-0002-0,2/22/2017,3/23/2017,2017,13560,kWh,35.6,"$2,339.22 "
WWP,Electric,44-3007-0197-0002-0,1/23/2017,2/22/2017,2017,17680,kWh,34,"$2,893.22 "
WWP,Electric,44-3007-0197-0002-0,12/21/2016,1/23/2017,2017,30400,kWh,54.4,"$4,189.73 "
WWP,Electric,44-3007-0300-5004-1,6/19/2020,7/21/2020,2020,3440,kWh,78.4,"$2,775.75 "
WWP,Electric,44-3007-0300-5004-1,5/20/2020,6/19/2020,2020,6160,kWh,48.8,"$2,007.08 "
WWP,Electric,44-3007-0300-5004-1,4/21/2020,5/20/2020,2020,6000,kWh,48.8,"$1,681.92 "
WWP,Electric,44-3007-0300-5004-1,3/23/2020,4/21/2020,2020,6000,kWh,46.4,"$1,498.43 "
WWP,Electric,44-3007-0300-5004-1,2/21/2020,3/23/2020,2020,6480,kWh,46.4,"$1,658.84 "
WWP,Electric,44-3007-0300-5004-1,1/22/2020,2/21/2020,2020,6800,kWh,47.2,"$1,703.80 "
WWP,Electric,44-3007-0300-5004-1,12/20/2019,1/22/2020,2020,2475,kWh,12,"$1,046.80 "
WWP,Electric,44-3007-0300-5004-1,11/19/2019,12/20/2019,2019,2325,kWh,12,$983.34 
WWP,Electric,44-3007-0300-5004-1,10/21/2019,11/19/2019,2019,2320,kWh,13.6,"$1,019.92 "
WWP,Electric,44-3007-0300-5004-1,9/19/2019,10/21/2019,2019,5513.85,kWh,48,"$1,905.77 "
WWP,Electric,44-3007-0300-5004-1,8/20/2019,9/19/2019,2019,5169.23,kWh,48,"$1,786.69 "
WWP,Electric,44-3007-0300-5004-1,7/22/2019,8/20/2019,2019,4996.92,kWh,48,"$1,727.14 "
WWP,Electric,44-3007-0300-5004-1,6/20/2019,7/22/2019,2019,3509.68,kWh,78.4,"$2,484.35 "
WWP,Electric,44-3007-0300-5004-1,5/21/2019,6/20/2019,2019,3290.32,kWh,78.4,"$2,329.08 "
WWP,Electric,44-3007-0300-5004-1,4/22/2019,5/21/2019,2019,6070.67,kWh,48.8,"$1,593.01 "
WWP,Electric,44-3007-0300-5004-1,3/22/2019,4/22/2019,2019,6489.33,kWh,48.8,"$1,702.89 "
WWP,Electric,44-3007-0300-5004-1,2/21/2019,3/22/2019,2019,6080,kWh,46.4,"$1,527.22 "
WWP,Electric,44-3007-0300-5004-1,1/22/2019,2/21/2019,2019,6800,kWh,47.2,"$1,752.41 "
WWP,Electric,44-3007-0300-5004-1,12/20/2018,1/22/2019,2019,5680,kWh,54.4,"$1,846.27 "
WWP,Electric,44-3007-0300-5004-1,11/19/2018,12/20/2018,2018,5680,kWh,43.2,"$2,144.22 "
WWP,Electric,44-3007-0300-5004-1,10/19/2018,11/19/2018,2018,18800,kWh,67.2,"$3,505.36 "
WWP,Electric,44-3007-0300-5004-1,9/19/2018,10/19/2018,2018,22400,kWh,80,"$4,233.84 "
WWP,Electric,44-3007-0300-5004-1,8/20/2018,9/19/2018,2018,26400,kWh,93.6,"$5,313.53 "
WWP,Electric,44-3007-0300-5004-1,7/20/2018,8/20/2018,2018,30880,kWh,95.2,"$5,891.71 "
WWP,Electric,44-3007-0300-5004-1,6/20/2018,7/20/2018,2018,31440,kWh,105.6,"$6,175.14 "
WWP,Electric,44-3007-0300-5004-1,5/21/2018,6/20/2018,2018,24320,kWh,88,"$4,788.56 "
WWP,Electric,44-3007-0300-5004-1,4/20/2018,5/21/2018,2018,23520,kWh,85.6,"$4,252.08 "
WWP,Electric,44-3007-0300-5004-1,3/22/2018,4/20/2018,2018,22440,kWh,83.2,"$4,147.86 "
WWP,Electric,44-3007-0300-5004-1,2/21/2018,3/22/2018,2018,22440,kWh,83.2,"$4,147.88 "
WWP,Electric,44-3007-0300-5004-1,1/22/2018,2/21/2018,2018,25680,kWh,75.2,"$4,244.89 "
WWP,Electric,44-3007-0300-5004-1,12/20/2017,1/22/2018,2018,31360,kWh,80.8,"$5,766.08 "
WWP,Electric,44-3007-0300-5004-1,11/17/2017,12/20/2017,2017,23040,kWh,65.6,"$3,716.57 "
WWP,Electric,44-3007-0300-5004-1,10/19/2017,11/17/2017,2017,20640,kWh,89.6,"$4,249.22 "
